,index,start_date_time,title,price,ticket_url,type,venue
162,162,2023-10-27T17:30:00.000000Z,Letz Zep,30,http://www.melkweg.nl//nl/agenda/letz-zep-27-10-2023,Concert,melkweg
163,163,2023-10-28T17:00:00.000000Z,Leela James,30,http://www.melkweg.nl//nl/agenda/leela-james-28-10-2023,Concert,melkweg
164,164,2023-10-28T17:00:00.000000Z,De Derde Helft Tour powered by Albino Sports,30,http://www.melkweg.nl//nl/agenda/de-derde-helft-tour-powered-by-albino-sports-28-10-2023,Concert,melkweg
165,165,2023-10-28T17:30:00.000000Z,Bob Vylan,30,http://www.melkweg.nl//nl/agenda/bob-vylan-28-10-2023,Concert,melkweg
166,166,2023-10-29T11:00:00.000000Z,Brainwash Festival,30,http://www.melkweg.nl//nl/agenda/brainwash-festival-29-10-2023-1,Concert,melkweg
167,167,2023-10-31T18:30:00.000000Z,Flavien Berger,30,http://www.melkweg.nl//nl/agenda/flavien-berger-31-10-2023,Concert,melkweg
168,168,2023-11-01T18:00:00.000000Z,Mac Ayres,30,http://www.melkweg.nl//nl/agenda/mac-ayres-01-11-2023,Concert,melkweg
169,169,2023-11-01T19:00:00.000000Z,Avalon Emerson & the Charm,30,http://www.melkweg.nl//nl/agenda/avalon-emerson-and-the-charm-01-11-2023,Concert,melkweg
170,170,2023-11-02T18:30:00.000000Z,Vieux Farka Touré,30,http://www.melkweg.nl//nl/agenda/vieux-farka-toure-02-11-2023,Concert,melkweg
171,171,2023-11-03T17:30:00.000000Z,Stray From The Path,30,http://www.melkweg.nl//nl/agenda/stray-from-the-path-03-11-2023,Concert,melkweg
172,172,2023-11-03T19:00:00.000000Z,Feiertag (LIVE),30,http://www.melkweg.nl//nl/agenda/feiertag-03-11-2023,Concert,melkweg
173,173,2023-11-03T22:30:00.000000Z,30 Something,30,http://www.melkweg.nl//nl/agenda/30-something-03-11-2023,Concert,melkweg
174,174,2023-11-03T22:59:00.000000Z,Afrolosjes x Jamrock,30,http://www.melkweg.nl//nl/agenda/afrolosjes-x-jamrock-03-11-2023,Concert,melkweg
175,175,2023-11-04T18:00:00.000000Z,The Comedy Store,30,http://www.melkweg.nl//nl/agenda/comedy-store-04-11-2023,Concert,melkweg
176,176,2023-11-04T19:00:00.000000Z,Madison McFerrin,30,http://www.melkweg.nl//nl/agenda/madison-mcferrin-04-11-2023,Concert,melkweg
